,index,size,isEmpty,peek_obj_type,calledMethod,pushInput,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
54,115,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274440:87cbf5ce-297c-4eba-ada5-9755247e41b3,1597044274441:520a80db-242e-406b-b0a1-648d21a715fb,0,,3,"['164', '349', '519']",0,
55,119,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Short""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274439:b941ad9f-8f0f-4ee2-9475-07133bb7caab,1597044274439:383fd359-ce07-453a-9ccd-7abf9177716e,0,,3,"['164', '349', '519']",0,
56,120,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274439:b941ad9f-8f0f-4ee2-9475-07133bb7caab,1597044274439:383fd359-ce07-453a-9ccd-7abf9177716e,0,,3,"['164', '349', '519']",0,
57,121,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274439:b941ad9f-8f0f-4ee2-9475-07133bb7caab,1597044274439:383fd359-ce07-453a-9ccd-7abf9177716e,0,,3,"['164', '349', '519']",0,
58,123,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""pop""",Yes,1597044274439:1b5ff639-c664-4743-8376-c6b63114c84c,1597044274439:da77ef17-ac13-4d17-9b9f-9d61e214834b,0,,2,"['349', '469']",0,
59,129,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274436:b0f9a290-b2b6-4928-9bdf-5deaa5ff1d48,1597044274436:b27bb558-d4d4-482e-9259-fb277a452315,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
60,131,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",Yes,1597044274436:b0f9a290-b2b6-4928-9bdf-5deaa5ff1d48,1597044274436:91e202ed-5412-4386-bdcd-5d3139d0975a,0,,1,['349'],0,
61,134,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274436:0b7ff653-afb3-4ded-9e96-1c7ff7ad9ac1,1597044274436:54a31686-c94d-4d35-9087-79ccc04082d2,0,,1,['349'],0,
62,135,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class java.lang.Integer""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",Yes,1597044274435:d9829ffb-5d7c-4cf9-8646-f508a097529c,1597044274435:1625a602-858c-4177-bbcc-5f613ec5356f,0,,2,"['349', '469']",0,
63,137,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274434:931fec42-3c47-4ab3-9c33-67b361dc97a1,1597044274434:0bf9c809-b56e-4050-b4e1-96e4dab6a9da,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
64,139,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274433:ae845a7f-ea9a-4080-8579-81f562fd3468,1597044274433:923eecf7-b37d-4da7-b804-419f94f4c1ff,0,,3,"['164', '349', '519']",0,
65,142,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274431:364dd182-0475-4a01-a473-9699f584d3ed,1597044274431:c2794562-fa80-480e-9821-e73d631454e4,0,,1,['349'],0,
66,144,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274430:2ba3715f-05ef-40ec-b4a4-715932900523,1597044274430:9f0f1b39-fa45-4bed-ba41-f1fcc8706395,0,,3,"['164', '349', '519']",0,
67,145,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274429:f4a3363d-1048-459a-9634-04ec9a98d327,1597044274429:4ebb20e7-c353-4232-b01b-54b4f401532e,3,"['52', '56', '294']",3,"['209', '349', '514']",3,"['52', '56', '294']"
68,146,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274429:f4a3363d-1048-459a-9634-04ec9a98d327,1597044274429:4ebb20e7-c353-4232-b01b-54b4f401532e,0,,2,"['195', '322']",0,
69,148,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274427:6d3b5378-4627-4db4-b061-01dd8271ed0b,1597044274427:e333686b-20fc-4eca-b6a5-45ff4f73b519,0,,11,"['164', '195', '209', '322', '519', '565', '616', '617', '618', '645', '653']",0,
70,149,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274427:16a715a4-a9ae-41bc-9260-84930d3186bb,1597044274427:c119c689-74fd-4e07-aeb3-a6d85cd2beb8,3,"['52', '56', '294']",4,"['209', '349', '469', '514']",3,"['52', '56', '294']"
71,150,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597044274421:3b71363d-15a8-429c-b328-c857f052adbe,1597044274421:00ece237-6054-4b88-8981-675f088135c6,3,"['52', '56', '294']",5,"['164', '209', '349', '514', '519']",3,"['52', '56', '294']"
72,151,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274421:00e71a98-6e29-46bf-ba5b-f6ce817810f9,1597044274421:f385bbae-c696-4bf8-90a5-dfb37663dd14,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
73,154,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274419:04a0c4c3-b206-486a-a041-d06cd79c1e0d,1597044274419:fe682309-26fe-4e86-9e47-413e1a6f5fc9,0,,5,"['163', '164', '349', '469', '519']",0,
74,156,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274418:95141376-9c24-4186-94dd-49ef445f5457,1597044274418:59459999-0199-4f1a-b6dd-fe163354e83d,0,,3,"['164', '349', '519']",0,
75,158,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274414:2d053602-16a7-45cf-9e9e-58936f507d01,1597044274414:f0ee6a24-3c28-4d01-be08-7268c748d46f,0,,5,"['163', '164', '349', '469', '519']",0,
76,159,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597044274414:1a4efd74-0cdd-40ad-a0ba-3ec99d4c87a6,1597044274414:70a7f4f4-9d34-4785-a2f8-78450a6e946e,0,,5,"['163', '164', '349', '469', '519']",0,
77,161,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274412:b207176a-b52b-4f44-be9b-8636f117e4f1,1597044274412:dc43c221-34ba-46ef-99dc-ae542ec61e86,9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']",8,"['164', '259', '349', '519', '584', '621', '622', '623']",9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']"
78,162,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274412:b207176a-b52b-4f44-be9b-8636f117e4f1,1597044274412:dc43c221-34ba-46ef-99dc-ae542ec61e86,3,"['52', '56', '294']",5,"['164', '209', '349', '514', '519']",3,"['52', '56', '294']"
79,164,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274412:b207176a-b52b-4f44-be9b-8636f117e4f1,1597044274412:dc43c221-34ba-46ef-99dc-ae542ec61e86,0,,11,"['164', '195', '209', '322', '519', '565', '616', '617', '618', '645', '653']",0,
80,166,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274411:839bcd50-e6c3-48fa-9b34-19d43fc6a855,1597044274412:8e485625-3a1e-45f6-b7f8-cf9f8d17d314,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
81,168,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274411:839bcd50-e6c3-48fa-9b34-19d43fc6a855,1597044274411:70099702-4584-48bd-9043-95a0e0268a97,0,,1,['349'],0,
82,170,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274409:0e1612e4-4da7-42fd-a82f-4377351cf54c,1597044274409:0d742383-b494-4b82-b74f-6906818400ac,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
83,173,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","calledMethod_p == ""push""",Yes,1597044274406:042a4c6b-153e-48dd-9281-5548748b3d26,1597044274406:e5d9f0c3-0558-432a-a6a7-cb9c5f88a610,0,,5,"['163', '164', '349', '469', '519']",0,
84,175,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274403:0145727c-ef0d-43b4-93dd-48d49329a026,1597044274403:503a13d2-eeda-44e5-9e09-1900b329f56c,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
85,176,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274402:5bc49312-3612-4377-b4da-78e89c7a0386,1597044274402:f68a8d30-fa75-487b-b79b-f0e8f4fe0d2a,3,"['52', '56', '294']",5,"['164', '209', '349', '514', '519']",3,"['52', '56', '294']"
86,179,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274399:bb057422-d2e7-4575-92a2-5af226fc2927,1597044274399:d157b384-8333-42c2-a942-e4185ea8b8df,0,,3,"['164', '349', '519']",0,
87,181,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Boolean""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274396:bb7960d8-6ae4-47f8-99f8-257154799db7,1597044274397:576d951b-d4df-4824-8dfd-a6db9fa5c106,0,,3,"['164', '349', '519']",0,
88,182,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274395:55dfa43b-5303-4922-9b23-79664cc5b20a,1597044274395:4cb28aa6-3eb9-48b1-8740-c41bd3a18586,0,,3,"['164', '349', '519']",0,
89,184,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274389:495701f1-f97f-455f-a35d-c6fc320423e8,1597044274390:5b6373d9-c3c4-4daa-8ac0-1db9f74311b4,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
90,186,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274388:a76c0ee8-ca11-4052-908e-36f695248c61,1597044274388:06306926-a478-487a-b5d0-c24e6ee60e39,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
91,187,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274388:a76c0ee8-ca11-4052-908e-36f695248c61,1597044274388:06306926-a478-487a-b5d0-c24e6ee60e39,0,,3,"['195', '209', '322']",0,
92,189,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""push""",Yes,1597044274385:91b972aa-b03c-43b7-a65e-fad820258651,1597044274385:2f7f820c-df36-40db-971f-6a10acc35a67,0,,11,"['164', '195', '209', '322', '519', '565', '616', '617', '618', '645', '653']",0,
93,190,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Integer""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274385:030106c8-a5b6-4802-b530-88f89802dd66,1597044274385:a0e6ebbd-a0bf-4361-ac3d-e218abd393cf,0,,5,"['163', '164', '349', '469', '519']",0,
94,191,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Boolean""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274382:028bdfd4-a69e-4652-b514-e9c05b448fe4,1597044274382:af13f09a-2852-48f3-a2fb-a44e7c740cbc,0,,3,"['164', '349', '519']",0,
95,193,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""pop""",Yes,1597044274382:028bdfd4-a69e-4652-b514-e9c05b448fe4,1597044274382:af13f09a-2852-48f3-a2fb-a44e7c740cbc,0,,3,"['195', '209', '322']",0,
96,194,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274381:b9d32afc-f9b3-4a0b-a53f-030d77377560,1597044274381:d24c695d-6ac0-4ad7-b5eb-76cef15b8afb,0,,5,"['163', '164', '349', '469', '519']",0,
97,197,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Character""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274379:d0d850b8-76ea-489e-bf72-2f341ba2a3c2,1597044274379:38e09cf4-f25a-433e-91b9-d7f8af6dbbca,0,,3,"['164', '349', '519']",0,
98,198,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274379:261e34d0-7be6-42c4-bf1f-878e06a4eb88,1597044274379:41303e52-4fd5-4ada-b3e9-25048d5c9222,0,,3,"['164', '349', '519']",0,
99,202,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274374:edc93f3b-4d1a-4864-87de-8b832c29464a,1597044274374:2bb25b6a-11b1-413a-854f-35232c2a6756,0,,2,"['349', '469']",0,
100,203,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274374:edc93f3b-4d1a-4864-87de-8b832c29464a,1597044274374:2bb25b6a-11b1-413a-854f-35232c2a6756,0,,3,"['164', '349', '519']",0,
101,205,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Byte""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274368:71c394f5-de99-4f4c-bd7e-7f680db10a40,1597044274368:ef66c10b-3602-47d1-92c5-1afeb1cba40a,0,,5,"['163', '164', '349', '469', '519']",0,
102,209,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274359:ba491669-0b48-4f7c-acdf-af1aa5344beb,1597044274359:3a06c0d0-880b-4b24-b17c-74bbc2e85de0,0,,2,"['349', '469']",0,
103,212,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274356:e9b9b714-8b5b-4805-9f02-c91b5bee5131,1597044274356:b0bdb8e5-7e66-4fa4-a5c5-c67e3ffa013e,0,,3,"['164', '349', '519']",0,
104,213,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274356:e9b9b714-8b5b-4805-9f02-c91b5bee5131,1597044274356:b0bdb8e5-7e66-4fa4-a5c5-c67e3ffa013e,0,,11,"['164', '195', '209', '322', '519', '565', '616', '617', '618', '645', '653']",0,
105,214,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274353:9ea5ebd5-03d8-4e56-949e-dec5a9a3a478,1597044274354:3c99f43e-229a-43a5-9d48-2937de587e0f,0,,3,"['164', '349', '519']",0,
106,215,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274353:9ea5ebd5-03d8-4e56-949e-dec5a9a3a478,1597044274354:3c99f43e-229a-43a5-9d48-2937de587e0f,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
107,219,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.String""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274346:2d680eca-1b94-4443-9d26-4d8e0ce7bbe9,1597044274346:b21b8f0e-ba05-4cc9-b5fd-d8d25157e1ba,0,,3,"['164', '349', '519']",0,
108,221,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.String""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274343:1e2ff16e-b03f-4730-a606-00fa7d966428,1597044274343:3590fb36-3038-4631-93e0-b44e39501aa8,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
109,225,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274335:fca1601f-ccb6-4d4f-bcbb-98abf8af74d9,1597044274335:576dfd3b-dfcf-45e4-82bc-1e8a0440c278,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
