,index,size,isEmpty,peek_obj_type,calledMethod,pushInput,size_p,isEmpty_p,peek_obj_type_p,calledMethod_p,diff,testId,instanceId,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
110,226,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274335:7402f5f4-e7b4-410a-99f6-41f6a4775a98,1597044274335:0f514e90-cc35-4079-bf41-a819fa56af65,9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']",10,"['163', '164', '259', '349', '469', '519', '584', '621', '622', '623']",9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']"
111,228,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274321:67d73acd-4dae-41e4-8ed1-ef4cec18f590,1597044274321:ce30b681-b6ee-43f0-bd05-7681d0a14582,9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']",8,"['164', '259', '349', '519', '584', '621', '622', '623']",9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']"
112,230,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274317:0c35eb4f-4ada-45a4-a371-84d31d8c05bd,1597044274318:78a50494-912d-4d44-a5b7-e8aa607bf884,3,"['52', '56', '294']",7,"['163', '164', '209', '349', '469', '514', '519']",3,"['52', '56', '294']"
113,231,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""push""","pushInput == ""class java.lang.Byte""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""pop""",Yes,1597044274312:17615d05-fa30-4307-936a-14cbc9aaf2d1,1597044274313:370e0965-a91f-4398-95f6-d9638a0b7188,0,,1,['349'],0,
114,233,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274306:8b4b7def-0cf4-41de-a166-6cc965658e9f,1597044274306:431c5d21-2bdc-4aa4-b841-073857ab636f,0,,3,"['164', '349', '519']",0,
115,234,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274298:aabcff71-064a-438c-ba89-f07a092a32e0,1597044274298:4c118465-6872-4670-aa30-6f78455aade4,0,,3,"['164', '349', '519']",0,
116,235,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044274296:26b863a2-1411-485d-8ba3-87b407a07e11,1597044274296:55bce5a1-3113-4c03-bca0-de85ccc2ae04,0,,3,"['164', '349', '519']",0,
117,236,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274296:106aa042-b5a4-4945-a581-99044cdf2538,1597044274296:d41cde9c-4fda-4464-b801-ae964424ee90,0,,3,"['164', '349', '519']",0,
118,238,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Boolean""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274295:2800be32-d88b-48ee-903a-c5f60cf36a48,1597044274295:381d3645-3524-496c-8328-9c594e1f81b9,3,"['52', '56', '294']",7,"['163', '164', '209', '349', '469', '514', '519']",3,"['52', '56', '294']"
119,239,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274295:2800be32-d88b-48ee-903a-c5f60cf36a48,1597044274295:381d3645-3524-496c-8328-9c594e1f81b9,0,,3,"['164', '349', '519']",0,
120,240,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044274295:2800be32-d88b-48ee-903a-c5f60cf36a48,1597044274295:381d3645-3524-496c-8328-9c594e1f81b9,0,,11,"['164', '195', '209', '322', '519', '565', '616', '617', '618', '645', '653']",0,
121,241,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274295:2800be32-d88b-48ee-903a-c5f60cf36a48,1597044274295:381d3645-3524-496c-8328-9c594e1f81b9,0,,1,['349'],0,
122,245,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597044274287:0b90a245-f299-4e0f-b67a-e8536ff81e89,1597044274288:1cf80199-7927-4dea-8670-eeba8185d8c8,0,,3,"['164', '349', '519']",0,
123,246,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274282:07400a68-5f35-49cc-bbb1-8f31b0e511ab,1597044274282:eddd85d1-f221-4a08-ae39-2e8d14c45d64,0,,5,"['163', '164', '349', '469', '519']",0,
124,247,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274282:07400a68-5f35-49cc-bbb1-8f31b0e511ab,1597044274282:58e8996b-63f3-41dc-8a98-f0f465155d74,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
125,249,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274273:b031b9bf-7f31-4b5a-9fc8-cf0d94be722d,1597044274273:fbf455ac-8da7-4476-8b75-09c51d77692c,3,"['52', '56', '294']",3,"['209', '349', '514']",3,"['52', '56', '294']"
126,250,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274273:b031b9bf-7f31-4b5a-9fc8-cf0d94be722d,1597044274273:fbf455ac-8da7-4476-8b75-09c51d77692c,0,,3,"['164', '349', '519']",0,
127,251,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274244:4685fe5f-fef1-468c-ba6b-1bb2808b14fe,1597044274244:486970b1-1f18-4388-a06a-8097453f7c2a,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
128,254,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274231:8fec907c-d300-484c-ab65-c9373a9d480d,1597044274231:f26748f7-68e1-436d-8067-5e8b5f9f8a87,0,,5,"['163', '164', '349', '469', '519']",0,
129,255,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Short""","calledMethod_p == ""push""",Yes,1597044274224:17a9edfb-83cb-4aa8-9496-be0758ef6fd0,1597044274224:66cbbda7-171a-4b91-a32b-6398a26b41e4,0,,3,"['164', '349', '519']",0,
130,256,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274214:666801f8-c63e-4bcb-ae91-b7c408ffd814,1597044274214:b3e088c0-4e19-454e-92d5-0340e33c3d4c,0,,2,"['195', '322']",0,
131,257,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""pop""",Yes,1597044274214:60c15d0d-14b6-4e36-825d-767337e88aea,1597044274214:c29cb350-3ffe-489d-a0da-f12da1afb659,0,,2,"['195', '322']",0,
132,259,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274207:4090f2fc-a3e5-429a-949a-8c8c84b92855,1597044274207:801fd5d5-8605-4c0e-a908-3cb6c870f1e2,9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']",8,"['164', '259', '349', '519', '584', '621', '622', '623']",9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']"
133,260,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274207:4090f2fc-a3e5-429a-949a-8c8c84b92855,1597044274207:801fd5d5-8605-4c0e-a908-3cb6c870f1e2,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
134,261,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""pop""",Yes,1597044274207:4090f2fc-a3e5-429a-949a-8c8c84b92855,1597044274207:801fd5d5-8605-4c0e-a908-3cb6c870f1e2,0,,2,"['195', '322']",0,
135,262,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044274192:c4db44e6-3be2-4ad0-9871-16a8e3e4ee1a,1597044274192:fdaa3426-4260-49bf-8e22-dccd50101c68,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
136,263,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Byte""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274184:2b292aef-01dd-4659-a82f-01f9f0d7db63,1597044274184:9aefacb1-5cfa-4ef4-81a7-009f58e79565,0,,3,"['164', '349', '519']",0,
137,264,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274179:e1981ede-127f-4fbc-9096-eef834754192,1597044274179:3273f889-f813-42cb-9e21-156a0a086b94,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
138,265,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""pop""",Yes,1597044274179:e1981ede-127f-4fbc-9096-eef834754192,1597044274179:3273f889-f813-42cb-9e21-156a0a086b94,0,,2,"['195', '322']",0,
139,266,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274178:c9867c0e-54e0-4f31-a0ec-adacb1711f32,1597044274178:7e9b3284-e402-4b5f-b85a-54664ebde336,0,,3,"['164', '349', '519']",0,
140,267,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274178:c6e90d2b-40c8-4d37-949e-3f0e165eb202,1597044274178:959a1bd9-a766-4645-a7e9-de3ee0681b5a,0,,3,"['164', '349', '519']",0,
141,269,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Character""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044274166:c38b0520-fb41-4e64-bb52-157d926c07f1,1597044274166:3b62637a-3c4a-47d5-9154-01d4ffb38f1a,0,,1,['349'],0,
142,272,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274149:6cce69c4-cc85-4f15-a4ff-4659cfe105ec,1597044274149:18824d0d-93a5-4be2-b018-6bf9a343af5a,0,,2,"['349', '469']",0,
143,274,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274139:a665f072-c06c-4050-b097-d6b7793eed0e,1597044274139:36d8bae8-e8cc-4a90-a61b-18a716f22c2e,0,,3,"['164', '349', '519']",0,
144,275,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274138:b5f1af2d-fe01-469c-a252-dd9958d1fd9c,1597044274138:8e0e0e60-4e79-47a3-bb86-279f434dbc9b,0,,3,"['164', '349', '519']",0,
145,278,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044274122:683b2e16-0346-42a9-a29b-94d512b57a2f,1597044274122:08efda25-8685-4e30-af8a-8d2717fb7f83,0,,3,"['164', '349', '519']",0,
146,279,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Integer""","calledMethod_p == ""push""",Yes,1597044274122:683b2e16-0346-42a9-a29b-94d512b57a2f,1597044274122:08efda25-8685-4e30-af8a-8d2717fb7f83,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
147,280,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""pop""",Yes,1597044274110:01e8a007-6a7a-46bc-8e50-4a5c0b33e949,1597044274110:8cf4528e-16af-44d9-a324-1995d19eaa82,0,,1,['349'],0,
148,281,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Byte""","calledMethod_p == ""push""",Yes,1597044274103:f473e72d-d33c-485d-8078-6d3b74e8a9f3,1597044274104:4de770ed-7d1c-40fa-a3ae-69e77d734f62,0,,5,"['163', '164', '349', '469', '519']",0,
149,284,"size == ""6""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""5""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274097:68998edb-823e-493c-886a-33eb724eadad,1597044274097:0c33e324-874e-422b-9418-efdd323b7f8f,0,,3,"['164', '349', '519']",0,
150,286,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Byte""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274064:3700a3f5-e6b9-4041-b826-674094a6f175,1597044274064:f7709a42-77f2-4596-aba6-16cb90170663,0,,3,"['164', '349', '519']",0,
151,287,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""6""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044274062:0e0f1dc0-36d8-4038-8ab7-e1eb32f2da2b,1597044274062:488cfe00-3587-4e7b-813d-5e02596c71e2,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
152,289,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Double""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274058:ae5314ab-87ec-4047-be67-b48cb3768b1a,1597044274058:48472cf3-5fd1-4a56-bf6e-2119264bac2e,0,,10,"['164', '195', '322', '519', '565', '616', '617', '618', '645', '653']",0,
153,290,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Short""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Double""","calledMethod_p == ""pop""",Yes,1597044274053:d1e51e9a-014b-4834-8016-f9936467a315,1597044274053:432edf8d-080d-4486-bdf3-f356836e8410,0,,2,"['195', '322']",0,
154,292,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044274013:57f4e61b-2e31-4112-b5cb-4807bc5fa1a0,1597044274013:ff2d6d12-0383-4311-94d6-f4ed56f3cfe3,0,,5,"['163', '164', '349', '469', '519']",0,
155,293,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Integer""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044274012:93ce278d-a33a-4a7a-a086-cc040f704b42,1597044274012:ad4b5397-6ca7-4904-8ca8-196e1fe512f7,0,,3,"['164', '349', '519']",0,
156,295,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""pop""",Yes,1597044273990:be679df2-6b5a-452b-8693-3a23400775ec,1597044273990:bee2dd0d-76c3-43ac-92e5-03a287c14a9e,9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']",6,"['259', '349', '584', '621', '622', '623']",9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']"
157,296,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Boolean""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""pop""",Yes,1597044273931:171dcf07-98e9-48ba-9044-5fe7a53fab3d,1597044273931:6c33fbb2-c11e-4443-9263-98f6cffdf69f,0,,1,['349'],0,
158,297,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class java.lang.Long""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Float""","calledMethod_p == ""push""",Yes,1597044273902:d68226c9-bf81-43cc-afd8-4bfb9fa2ae93,1597044273902:440fceb2-11f5-4174-bf06-6dda8a98a746,3,"['52', '56', '294']",5,"['164', '209', '349', '514', '519']",3,"['52', '56', '294']"
159,298,"size == ""5""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""4""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044273838:696f55e6-342f-4d78-86db-f80bb8898c30,1597044273838:9bb07aed-c761-42cb-a6c4-149bb9fc67a7,0,,3,"['164', '349', '519']",0,
160,299,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Long""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.String""","calledMethod_p == ""push""",Yes,1597044273780:c3804c8e-a257-4eca-8ad2-2c0434ef04c0,1597044273780:b92ef89c-87ae-4f27-8de9-e6f475e1f524,0,,3,"['164', '349', '519']",0,
161,300,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""pop""","pushInput == ""none""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044273770:a0a6902a-ec9e-4403-94ab-be8bd7830f2a,1597044273770:ef166f3c-a6fa-454a-8e92-ec52c07b3b5d,0,,11,"['164', '195', '209', '322', '519', '565', '616', '617', '618', '645', '653']",0,
162,301,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Float""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod_p == ""push""",Yes,1597044273746:7865c1fb-8b8f-40e0-91be-ffab2e3092dc,1597044273746:11b4a2d9-bb67-40eb-a7a7-14565a138aa4,9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']",8,"['164', '259', '349', '519', '584', '621', '622', '623']",9,"['54', '55', '57', '238', '239', '293', '295', '357', '603']"
163,304,"size == ""3""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Float""","calledMethod == ""push""","pushInput == ""class experiment.drivers.AlejaStackTestDriver""","size_p == ""2""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Long""","calledMethod_p == ""push""",Yes,1597044273691:f4b3ae39-6a5a-43ad-a0e8-fae5190c832e,1597044273691:ce82791c-486a-4040-9a71-9a47d422ded5,3,"['52', '56', '294']",5,"['164', '209', '349', '514', '519']",3,"['52', '56', '294']"
164,305,"size == ""2""","isEmpty == ""False""","peek_obj_type == ""class java.lang.Class""","calledMethod == ""push""","pushInput == ""class java.lang.Short""","size_p == ""1""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Class""","calledMethod_p == ""push""",Yes,1597044273672:eaa8ad36-4cac-40f9-bab1-2280a02d1ba8,1597044273672:5a2b0e80-ee85-453a-82d4-1c8cc7d74945,0,,5,"['163', '164', '349', '469', '519']",0,
165,306,"size == ""4""","isEmpty == ""False""","peek_obj_type == ""class experiment.drivers.AlejaStackTestDriver""","calledMethod == ""push""","pushInput == ""class java.lang.Class""","size_p == ""3""","isEmpty_p == ""False""","peek_obj_type_p == ""class java.lang.Boolean""","calledMethod_p == ""push""",Yes,1597044273477:1e717960-1db8-4533-a712-2ef02386a398,1597044273477:41902285-b59b-4594-8164-3a15b2c51f0e,0,,3,"['164', '349', '519']",0,
